Timestamp,Frame#(Framerate 30),ObjectName,WorldPosX,WorldPosY,WorldPosZ,ScreenPosX,ScreenPosY,CamPosX,CamPosY,CamPosZ,CamRotX,CamRotY,CamRotZ
2025-03-19 12:28:00.174,272,DistractorMainTable,0.26,-1.633,-2.933339,836.1843,2964.25,0.1616624,-0.1917686,-3.567342,329.4228,256.6228,1.756944
2025-03-19 12:28:00.303,273,DistractorCeiliing,-3.654219,1.778889,-5.081355,-283.6706,1512.425,0.1475343,-0.1945258,-3.469747,333.7122,324.8981,355.7504
2025-03-19 12:28:00.355,274,DistractorFrontWall,-1.339582,0.5682923,-2.013594,1549.63,875.2531,0.1536337,-0.1953624,-3.456767,334.4861,333.6207,355.2616
2025-03-19 12:28:00.409,275,DistractorFrontWall,-1.396304,0.5533293,-2.013595,1367.915,883.4955,0.1613794,-0.195713,-3.442711,334.9216,343.0805,355.438
2025-03-19 12:28:00.443,276,DistractorFrontWall,-1.233118,0.520694,-2.013594,1323.488,910.8824,0.166682,-0.1977123,-3.434645,335.8059,348.4012,356.0065
2025-03-19 12:28:00.468,277,DistractorFrontWall,-0.8142951,0.3753696,-2.013594,1455.957,896.6587,0.1681628,-0.1995208,-3.431361,337.0211,350.3833,356.5129
2025-03-19 12:28:00.495,278,DistractorFrontWall,-0.4919412,0.1825732,-2.013594,1586.765,830.7748,0.1685588,-0.2001449,-3.428775,337.8855,351.4871,356.6572
2025-03-19 12:28:00.533,279,DistractorFrontWall,-0.3601582,0.1090746,-2.013594,1641.431,804.5773,0.1684178,-0.2002023,-3.424784,338.2945,352.262,357.0951
2025-03-19 12:28:00.559,280,DistractorFrontWall,-0.3309405,0.08320767,-2.013594,1659.945,799.0994,0.1681435,-0.2010543,-3.422721,338.5914,351.8759,358.0586
2025-03-19 12:28:00.585,281,DistractorFrontWall,-0.3209362,0.09525102,-2.013594,1678.745,821.5089,0.166977,-0.2030432,-3.421156,339.3105,350.8465,359.2394
2025-03-19 12:28:00.614,282,DistractorFrontWall,-0.3019044,0.09678334,-2.013594,1706.065,839.7676,0.165462,-0.2050788,-3.419757,340.2696,349.6706,359.9281
2025-03-19 12:28:00.640,283,DistractorFrontWall,-0.3221698,0.08556896,-2.013594,1707.61,836.4595,0.1659771,-0.2053728,-3.420356,340.4506,348.7245,0.4243799
2025-03-19 12:28:00.663,284,DistractorFrontWall,-0.3095701,0.07965443,-2.013594,1719.447,834.6974,0.1661082,-0.2054648,-3.420181,340.4975,348.308,0.8471329
2025-03-19 12:28:00.690,285,DistractorFrontWall,-0.2363923,0.04687466,-2.013594,1757.719,814.6837,0.166974,-0.2058676,-3.419343,340.3331,348.3539,0.7558298
2025-03-19 12:28:00.715,286,DistractorFrontWall,0.1441123,0.01612549,-2.013594,1977.476,804.4866,0.1682301,-0.2069091,-3.419016,340.5286,348.5952,0.8007901
2025-03-19 12:28:00.738,287,DistractorFrontWall,0.1429155,0.02543771,-2.013594,1972.039,822.1974,0.1693311,-0.2092659,-3.417776,341.2916,348.7609,1.204156
2025-03-19 12:28:00.765,288,DistractorFrontWall,0.1700652,0.02761641,-2.013594,1982.783,845.1367,0.1703696,-0.2123677,-3.416612,342.632,349.0694,1.447912
2025-03-19 12:28:00.804,289,DistractorFrontWall,0.1807392,0.03432326,-2.013594,1978.017,882.6774,0.1722342,-0.2153852,-3.415851,344.708,349.7684,1.179393
2025-03-19 12:28:00.833,290,DistractorFrontWall,0.1817234,0.01249208,-2.013594,1962.653,901.5625,0.1741385,-0.2184502,-3.4148,346.6725,350.8165,0.750993
2025-03-19 12:28:00.862,291,DistractorFrontWall,0.1836832,-0.09170534,-2.013594,1948.062,872.2343,0.1758949,-0.2218736,-3.413742,348.7838,351.8912,0.6460328
2025-03-19 12:28:00.888,292,DistractorFrontWall,0.1066854,-0.3313749,-2.013594,1886.151,758.4567,0.1774062,-0.2255261,-3.413114,350.9675,352.7475,1.066584
2025-03-19 12:28:00.930,293,DistractorFrontWall,0.1007357,-0.3796639,-2.013594,1863.358,765.3752,0.1795064,-0.2300889,-3.412251,353.2022,353.7135,1.972205
2025-03-19 12:28:00.969,294,DistractorFrontWall,0.07453513,-0.3932272,-2.013594,1830.249,782.353,0.1811467,-0.2330415,-3.411106,354.6574,354.6552,2.722469
2025-03-19 12:28:00.998,295,DistractorFrontWall,0.1016738,-0.4316341,-2.013594,1841.402,771.5926,0.181473,-0.2356638,-3.410443,355.4602,354.8978,3.040338
2025-03-19 12:28:01.025,296,DistractorFrontWall,0.1165385,-0.4718071,-2.013594,1850.604,761.9299,0.1814964,-0.2384906,-3.410745,356.3745,354.8304,3.136432
2025-03-19 12:28:01.065,297,DistractorFrontWall,0.09519482,-0.4786903,-2.013594,1841.839,792.2074,0.1825821,-0.242615,-3.411372,358.4002,354.5956,3.151536
2025-03-19 12:28:01.105,298,DistractorFrontWall,0.06752086,-0.4711316,-2.013594,1826.514,822.6252,0.1835146,-0.2449834,-3.410889,359.929,354.6377,2.741665
2025-03-19 12:28:01.136,299,DistractorFrontWall,0.06570554,-0.472728,-2.013594,1823.722,832.0839,0.1842809,-0.2469134,-3.410868,0.5327646,354.7303,2.884397
2025-03-19 12:28:01.175,300,DistractorFrontWall,0.04319978,-0.4528276,-2.013594,1804.019,865.7914,0.1855008,-0.2497792,-3.411372,1.786623,355.198,3.121031
2025-03-19 12:28:01.216,301,DistractorFrontWall,0.04213142,-0.468855,-2.013594,1792.454,871.5591,0.1867563,-0.2506062,-3.411779,2.728769,355.8922,3.362551
2025-03-19 12:28:01.255,302,DistractorFrontWall,0.0371809,-0.4559013,-2.013594,1778.907,886.6628,0.187684,-0.2516732,-3.412176,3.114448,356.6097,3.694354
2025-03-19 12:28:01.299,303,DistractorFrontWall,0.044137,-0.4663056,-2.013594,1768.878,896.3264,0.1891344,-0.2539921,-3.412436,4.056655,357.5711,3.614597
2025-03-19 12:28:01.341,304,DistractorFrontWall,0.321996,-0.6416644,-2.013594,1908.934,814.6815,0.1905583,-0.2582408,-3.412456,5.941972,358.8843,3.511248
2025-03-19 12:28:01.383,305,DistractorFrontWall,0.481837,-0.7062612,-2.013594,1978.936,823.5319,0.1921067,-0.2655365,-3.412538,8.967462,0.3317939,3.755545
2025-03-19 12:28:01.425,306,DistractorBlock3,0.3526315,-0.5220028,-2.620774,1958.095,874.1395,0.1926522,-0.2711538,-3.414772,12.24857,1.592775,3.822118
2025-03-19 12:28:01.523,307,DistractorFrontWall,0.4700761,-0.7702084,-2.013594,1938.133,835.454,0.189002,-0.2691576,-3.414875,11.60083,2.731536,3.49502
2025-03-19 12:28:01.560,308,DistractorBlock3,0.352614,-0.5623277,-2.622347,1941.498,809.5838,0.1870008,-0.2676444,-3.41572,10.58999,2.832766,3.527208
2025-03-19 12:28:01.604,309,DistractorFrontWall,0.4689434,-0.7576833,-2.013594,1921.833,829.4582,0.1858799,-0.2684255,-3.417561,10.64089,3.912123,3.633083
2025-03-19 12:28:01.638,310,DistractorFrontWall,0.4674907,-0.7361483,-2.013594,1899.76,857.2703,0.1862587,-0.2693812,-3.418121,11.49957,5.542965,3.367981
