Timestamp,Frame#(Framerate 30),ObjectName,WorldPosX,WorldPosY,WorldPosZ,ScreenPosX,ScreenPosY,CamPosX,CamPosY,CamPosZ,CamRotX,CamRotY,CamRotZ
2025-03-07 13:09:43.363,280,DistractorMainTable,0.26,-1.633,-2.933339,2062.406,-1348.097,0.1446746,-0.1766561,-3.793058,4.989773,2.524983,357.3205
2025-03-07 13:09:43.505,281,LeftShoulder,0.1197836,-0.1731537,-3.648407,1631.067,1030.953,0.1464407,-0.1755593,-3.796032,4.438273,2.383615,357.4658
2025-03-07 13:09:43.556,282,DistractorFrontWall,0.2058532,-0.1277147,-2.013594,1815.818,1038.419,0.1463114,-0.1741856,-3.797116,3.839693,2.238478,357.5511
2025-03-07 13:09:43.597,283,DistractorFrontWall,0.2000985,-0.1230549,-2.013594,1817.382,1026.911,0.1459712,-0.1725396,-3.798635,2.963517,2.006381,357.7433
2025-03-07 13:09:43.622,284,DistractorFrontWall,0.2002311,0.01938993,-2.013594,1818.831,1084.054,0.1456512,-0.1713285,-3.799593,2.283162,1.79413,357.9127
2025-03-07 13:09:43.651,285,DistractorFrontWall,0.1973512,0.04900311,-2.013594,1820.897,1086.417,0.145431,-0.1698029,-3.800315,1.5489,1.584774,358.0603
2025-03-07 13:09:43.677,286,DistractorFrontWall,0.1967285,0.06135672,-2.013594,1824.715,1075.169,0.1449818,-0.1678396,-3.800787,0.4667276,1.371349,358.2503
2025-03-07 13:09:43.702,287,DistractorFrontWall,0.1928384,0.0601357,-2.013594,1828.812,1057.479,0.1444898,-0.1660745,-3.801495,359.3727,1.025842,358.3066
2025-03-07 13:09:43.730,288,DistractorFrontWall,0.1913939,0.062939,-2.013594,1832.96,1043.995,0.1439057,-0.1650801,-3.802653,358.4074,0.7487406,358.3849
2025-03-07 13:09:43.769,289,DistractorFrontWall,0.1900239,0.06908441,-2.013594,1836.286,1038.707,0.1437057,-0.1637862,-3.803464,357.8959,0.4970454,358.4254
2025-03-07 13:09:43.800,290,DistractorFrontWall,0.1780212,0.07144558,-2.013594,1832.913,1028.002,0.143443,-0.1626289,-3.803888,357.1443,0.3733381,358.462
2025-03-07 13:09:43.829,291,DistractorFrontWall,0.1771467,0.04457257,-2.013594,1832.773,1000.789,0.143376,-0.1605664,-3.804035,356.2162,0.4043575,358.4121
2025-03-07 13:09:43.862,292,DistractorFrontWall,0.1733675,0.04982673,-2.013594,1833.383,986.8032,0.1429411,-0.1591303,-3.804755,355.1488,0.2818185,358.4319
2025-03-07 13:09:43.896,293,DistractorFrontWall,0.1751311,0.04566658,-2.013594,1838.853,966.1689,0.1422288,-0.1567723,-3.805938,353.9491,0.02572011,358.5275
2025-03-07 13:09:43.926,294,DistractorFrontWall,0.1805019,0.05128058,-2.013594,1849.417,939.8409,0.1412583,-0.153379,-3.807562,352.0728,359.5558,358.3795
2025-03-07 13:09:43.962,295,DistractorFrontWall,0.1814702,0.04251124,-2.013594,1863.698,883.5677,0.1397035,-0.1471164,-3.810626,348.7022,358.8172,357.9811
2025-03-07 13:09:44.004,296,DistractorFrontWall,0.1126785,0.2717882,-2.013594,1843.034,924.6909,0.1377332,-0.1418054,-3.814833,344.6153,357.9853,357.5198
2025-03-07 13:09:44.034,297,DistractorFrontWall,0.03300261,0.6213193,-2.013594,1810.9,1043.199,0.1366927,-0.1402605,-3.818271,342.8199,357.4067,357.511
2025-03-07 13:09:44.063,298,DistractorFrontWall,0.01810217,0.7384636,-2.013594,1812.959,1070.52,0.1358806,-0.1397147,-3.821076,341.621,356.8133,358.0293
2025-03-07 13:09:44.088,299,DistractorFrontWall,0.01092672,0.7258599,-2.013594,1820.762,1056.701,0.1344493,-0.1398166,-3.823403,341.0334,356.1909,358.8374
2025-03-07 13:09:44.118,300,DistractorFrontWall,0.01197267,0.7071745,-2.013594,1829.711,1048.575,0.1331058,-0.1404784,-3.825383,340.9674,355.6841,359.436
2025-03-07 13:09:44.154,301,DistractorFrontWall,0.01969337,0.6931475,-2.013594,1842.459,1037.511,0.1316449,-0.1389,-3.827201,340.6452,355.1093,0.1495423
2025-03-07 13:09:44.185,302,DistractorFrontWall,-0.009244919,0.6742815,-2.013594,1840.613,1028.737,0.1299812,-0.1397841,-3.828561,340.5677,354.4153,0.3837892
2025-03-07 13:09:44.211,303,DistractorFrontWall,-0.1447666,0.6926184,-2.013594,1793.971,1034.682,0.1286511,-0.1391408,-3.830018,340.6701,353.7041,0.3533757
2025-03-07 13:09:44.240,304,DistractorFrontWall,-0.1468878,0.6934032,-2.013594,1800.711,1032.634,0.1278464,-0.1390567,-3.831177,340.533,353.1873,0.558008
2025-03-07 13:09:44.263,305,DistractorFrontWall,-0.3223379,0.6675385,-2.013594,1734.489,1017.636,0.1266209,-0.1387588,-3.832395,340.4105,352.7678,0.6841026
2025-03-07 13:09:44.294,306,DistractorFrontWall,-0.3496146,0.6439899,-2.013594,1728.9,1001.886,0.1254051,-0.1380205,-3.83338,340.0244,352.3746,0.791104
2025-03-07 13:09:44.325,307,DistractorFrontWall,-0.3459651,0.6384683,-2.013594,1735.942,993.7092,0.1245825,-0.1378086,-3.834353,339.6255,351.9977,0.987773
2025-03-07 13:09:44.349,308,DistractorFrontWall,-0.357415,0.6536323,-2.013594,1733.467,995.6068,0.1240351,-0.1376156,-3.835229,339.3921,351.8821,0.987596
2025-03-07 13:09:44.395,309,DistractorFrontWall,-0.3729531,0.6651168,-2.013594,1723.763,996.1823,0.123789,-0.1369797,-3.836056,339.1692,352.1554,0.9015077
2025-03-07 13:09:44.422,310,DistractorFrontWall,-0.3620546,0.6818889,-2.013594,1723.296,1000.35,0.1238476,-0.1366273,-3.836468,339.007,352.535,0.8301874
2025-03-07 13:09:44.448,311,DistractorFrontWall,-0.07657719,0.6727679,-2.013594,1832.809,999.5773,0.1239552,-0.1361358,-3.836761,338.8932,353.0993,0.5754552
2025-03-07 13:09:44.478,312,DistractorFrontWall,0.3195646,0.6875021,-2.013594,1997.139,1010.632,0.1239526,-0.1359711,-3.83707,338.8565,353.4532,0.654415
2025-03-07 13:09:44.515,313,DistractorFrontWall,0.3767688,0.6786876,-2.013594,2011.999,1009.321,0.12425,-0.1355355,-3.837567,338.9071,354.1515,0.1555
2025-03-07 13:09:44.547,314,DistractorFrontWall,0.3950083,0.6647137,-2.013594,2011.749,1005.652,0.1248452,-0.135215,-3.837874,339.0626,354.7464,0.09370322
2025-03-07 13:09:44.646,315,DistractorFrontWall,0.3715322,0.6807783,-2.013594,1973.911,1016.195,0.1262964,-0.1355181,-3.8398,339.4325,356.6008,359.5119
2025-03-07 13:09:44.679,316,DistractorFrontWall,0.40376,0.6854445,-2.013594,1978.541,1021.945,0.126283,-0.1357719,-3.841422,339.6931,357.2296,359.2834
2025-03-07 13:09:44.713,317,DistractorFrontWall,0.4233837,0.6945949,-2.013594,1987.912,1022.222,0.126086,-0.1354772,-3.842163,339.517,357.1628,359.5564
2025-03-07 13:09:44.748,318,DistractorFrontWall,0.4245346,0.7058183,-2.013594,1990.058,1024.741,0.1255711,-0.1355008,-3.842968,339.3878,357.0285,359.5429
2025-03-07 13:09:44.778,319,DistractorFrontWall,0.4345629,0.7099262,-2.013594,1996.767,1027.957,0.1253045,-0.1358502,-3.843692,339.5006,356.8614,359.6764
2025-03-07 13:09:44.806,320,DistractorFrontWall,0.3394504,0.6846514,-2.013594,1961.011,1019.156,0.1248116,-0.1362524,-3.844525,339.6665,356.5958,359.9452
2025-03-07 13:09:44.834,321,DistractorFrontWall,0.3390081,0.684411,-2.013594,1963.305,1020.729,0.1244759,-0.136205,-3.845242,339.7919,356.4328,0.03043307
2025-03-07 13:09:44.869,322,DistractorFrontWall,-0.08287144,0.5429198,-2.013594,1786.259,960.6089,0.1241544,-0.1363024,-3.845622,339.7854,356.2839,0.2429126
2025-03-07 13:09:44.900,323,DistractorFrontWall,-0.2732372,0.4655188,-2.013594,1706.484,928.8962,0.1236451,-0.1368064,-3.846121,339.8507,356.0952,0.3661399
2025-03-07 13:09:44.923,324,DistractorFrontWall,-0.2897153,0.4580623,-2.013594,1701.677,926.5183,0.1234327,-0.1368648,-3.846698,339.9049,355.9334,0.4464665
