Timestamp,Frame# (Framerate 30),Slider Name,Slider.x,Slider.y,Slider.z,Slider Value
2025-03-10 11:28:53.908,335,RotationSliderBackgroundXYZ,0.870006,0.3570001,-0.35,,0.55
2025-03-10 11:28:53.944,336,RotationSliderBackgroundXYZ,0.8700179,0.3570006,-0.35,,0.55
2025-03-10 11:28:53.980,337,RotationSliderBackgroundXYZ,0.87001,0.3570012,-0.35,,0.55
2025-03-10 11:28:54.014,338,RotationSliderBackgroundXYZ,0.870006,0.3570023,-0.35,,0.55
2025-03-10 11:28:54.055,339,RotationSliderBackgroundXYZ,0.869998,0.3570028,-0.35,,0.55
2025-03-10 11:28:54.088,340,RotationSliderBackgroundXYZ,0.8699941,0.3570028,-0.35,,0.55
2025-03-10 11:28:54.129,341,RotationSliderBackgroundXYZ,0.8699861,0.3570034,-0.35,,0.55
2025-03-10 11:28:54.173,342,RotationSliderBackgroundXYZ,0.8699822,0.3570039,-0.35,,0.55
2025-03-10 11:28:54.217,343,RotationSliderBackgroundXYZ,0.8699782,0.3570039,-0.35,,0.55
2025-03-10 11:28:54.260,344,RotationSliderBackgroundXYZ,0.8699703,0.357005,-0.35,,0.55
2025-03-10 11:28:54.303,345,RotationSliderBackgroundXYZ,0.8699663,0.3570055,-0.35,,0.55
2025-03-10 11:28:54.346,346,RotationSliderBackgroundXYZ,0.8699583,0.3570061,-0.35,,0.55
2025-03-10 11:28:54.389,347,RotationSliderBackgroundXYZ,0.8699543,0.3570061,-0.35,,0.55
2025-03-10 11:28:54.429,348,RotationSliderBackgroundXYZ,0.8699504,0.3570066,-0.35,,0.55
2025-03-10 11:28:54.472,349,RotationSliderBackgroundXYZ,0.8699424,0.3570077,-0.35,,0.55
2025-03-10 11:28:54.512,350,RotationSliderBackgroundXYZ,0.8699384,0.3570077,-0.35,,0.55
2025-03-10 11:28:54.552,351,RotationSliderBackgroundXYZ,0.8699464,0.3570088,-0.35,,0.55
2025-03-10 11:28:54.594,352,RotationSliderBackgroundXYZ,0.8699504,0.3570105,-0.35,,0.55
2025-03-10 11:28:54.638,353,RotationSliderBackgroundXYZ,0.8699464,0.357011,-0.35,,0.55
2025-03-10 11:28:54.679,354,RotationSliderBackgroundXYZ,0.8699384,0.3570115,-0.35,,0.55
2025-03-10 11:28:54.721,355,RotationSliderBackgroundXYZ,0.8699345,0.3570115,-0.35,,0.55
2025-03-10 11:28:54.763,356,RotationSliderBackgroundXYZ,0.8699464,0.3570132,-0.35,,0.55
2025-03-10 11:28:54.803,357,RotationSliderBackgroundXYZ,0.8699543,0.3570143,-0.35,,0.55
2025-03-10 11:28:54.844,358,RotationSliderBackgroundXYZ,0.8699464,0.3570143,-0.35,,0.55
2025-03-10 11:28:54.885,359,RotationSliderBackgroundXYZ,0.8699424,0.3570148,-0.35,,0.55
2025-03-10 11:28:54.927,360,RotationSliderBackgroundXYZ,0.8699345,0.3570159,-0.35,,0.55
2025-03-10 11:28:54.970,361,RotationSliderBackgroundXYZ,0.8699265,0.3570164,-0.35,,0.55
2025-03-10 11:28:55.012,362,RotationSliderBackgroundXYZ,0.8699186,0.357017,-0.35,,0.55
2025-03-10 11:28:55.053,363,RotationSliderBackgroundXYZ,0.8699146,0.357017,-0.35,,0.55
2025-03-10 11:28:55.096,364,RotationSliderBackgroundXYZ,0.8699146,0.357017,-0.35,,0.55
2025-03-10 11:28:55.138,365,RotationSliderBackgroundXYZ,0.8699146,0.357017,-0.35,,0.55
2025-03-10 11:28:55.179,366,RotationSliderBackgroundXYZ,0.8699146,0.357017,-0.35,,0.55
2025-03-10 11:28:55.222,367,RotationSliderBackgroundXYZ,0.8699146,0.357017,-0.35,,0.55
