Timestamp,Frame# (Framerate 30),Slider Name,Slider.x,Slider.y,Slider.z,Slider Value
2025-03-11 13:40:11.234,336,RotationSliderBackgroundXYZ,0.8699941,0.3569995,-0.35,,0.55
2025-03-11 13:40:11.276,337,RotationSliderBackgroundXYZ,0.8699861,0.3569995,-0.35,,0.55
2025-03-11 13:40:11.318,338,RotationSliderBackgroundXYZ,0.8699822,0.3570001,-0.35,,0.55
2025-03-11 13:40:11.353,339,RotationSliderBackgroundXYZ,0.8699822,0.3570001,-0.35,,0.55
2025-03-11 13:40:11.387,340,RotationSliderBackgroundXYZ,0.8699822,0.3570001,-0.35,,0.55
2025-03-11 13:40:11.421,341,RotationSliderBackgroundXYZ,0.8699822,0.3570001,-0.35,,0.55
2025-03-11 13:40:11.453,342,RotationSliderBackgroundXYZ,0.8699703,0.3569995,-0.35,,0.55
2025-03-11 13:40:11.482,343,RotationSliderBackgroundXYZ,0.8699504,0.3569985,-0.35,,0.55
2025-03-11 13:40:11.512,344,RotationSliderBackgroundXYZ,0.8699464,0.3569995,-0.35,,0.55
2025-03-11 13:40:11.541,345,RotationSliderBackgroundXYZ,0.8699504,0.3570006,-0.35,,0.55
2025-03-11 13:40:11.566,346,RotationSliderBackgroundXYZ,0.8699543,0.3570023,-0.35,,0.55
2025-03-11 13:40:11.609,347,RotationSliderBackgroundXYZ,0.8699464,0.3570034,-0.35,,0.55
2025-03-11 13:40:11.638,348,RotationSliderBackgroundXYZ,0.8699424,0.3570034,-0.35,,0.55
2025-03-11 13:40:11.664,349,RotationSliderBackgroundXYZ,0.8699345,0.3570039,-0.35,,0.55
2025-03-11 13:40:11.703,350,RotationSliderBackgroundXYZ,0.8699265,0.357005,-0.35,,0.55
2025-03-11 13:40:11.732,351,RotationSliderBackgroundXYZ,0.8699186,0.3570055,-0.35,,0.55
2025-03-11 13:40:11.760,352,RotationSliderBackgroundXYZ,0.8699146,0.3570061,-0.35,,0.55
2025-03-11 13:40:11.788,353,RotationSliderBackgroundXYZ,0.8699067,0.3570061,-0.35,,0.55
2025-03-11 13:40:11.818,354,RotationSliderBackgroundXYZ,0.8699027,0.3570066,-0.35,,0.55
2025-03-11 13:40:11.846,355,RotationSliderBackgroundXYZ,0.8698947,0.3570077,-0.35,,0.55
2025-03-11 13:40:11.875,356,RotationSliderBackgroundXYZ,0.8698907,0.3570077,-0.35,,0.55
2025-03-11 13:40:11.901,357,RotationSliderBackgroundXYZ,0.8698907,0.3570077,-0.35,,0.55
2025-03-11 13:40:11.929,358,RotationSliderBackgroundXYZ,0.8698907,0.3570077,-0.35,,0.55
2025-03-11 13:40:11.958,359,RotationSliderBackgroundXYZ,0.8698907,0.3570077,-0.35,,0.55
2025-03-11 13:40:11.986,360,RotationSliderBackgroundXYZ,0.8698788,0.3570066,-0.35,,0.55
