Timestamp,Frame# (Framerate 30),Slider Name,Slider.x,Slider.y,Slider.z,Slider Value
2025-03-07 11:51:42.941,325,RotationSliderBackgroundXYZ,0.870006,0.3570001,-0.35,,0.55
2025-03-07 11:51:42.983,326,RotationSliderBackgroundXYZ,0.8700179,0.3570006,-0.35,,0.55
2025-03-07 11:51:43.027,327,RotationSliderBackgroundXYZ,0.87001,0.3570012,-0.35,,0.55
2025-03-07 11:51:43.063,328,RotationSliderBackgroundXYZ,0.870006,0.3570023,-0.35,,0.55
2025-03-07 11:51:43.096,329,RotationSliderBackgroundXYZ,0.869998,0.3570028,-0.35,,0.55
2025-03-07 11:51:43.126,330,RotationSliderBackgroundXYZ,0.870002,0.3570039,-0.35,,0.55
2025-03-07 11:51:43.158,331,RotationSliderBackgroundXYZ,0.8699861,0.3570034,-0.35,,0.55
2025-03-07 11:51:43.187,332,RotationSliderBackgroundXYZ,0.8699822,0.3570039,-0.35,,0.55
2025-03-07 11:51:43.229,333,RotationSliderBackgroundXYZ,0.8699782,0.3570039,-0.35,,0.55
2025-03-07 11:51:43.270,334,RotationSliderBackgroundXYZ,0.8699703,0.357005,-0.35,,0.55
2025-03-07 11:51:43.310,335,RotationSliderBackgroundXYZ,0.8699663,0.3570055,-0.35,,0.55
2025-03-07 11:51:43.340,336,RotationSliderBackgroundXYZ,0.8699663,0.3570066,-0.35,,0.55
2025-03-07 11:51:43.369,337,RotationSliderBackgroundXYZ,0.8699504,0.3570066,-0.35,,0.55
2025-03-07 11:51:43.397,338,RotationSliderBackgroundXYZ,0.8699424,0.3570077,-0.35,,0.55
2025-03-07 11:51:43.425,339,RotationSliderBackgroundXYZ,0.8699464,0.3570088,-0.35,,0.55
2025-03-07 11:51:43.454,340,RotationSliderBackgroundXYZ,0.8699504,0.3570105,-0.35,,0.55
2025-03-07 11:51:43.481,341,RotationSliderBackgroundXYZ,0.8699464,0.357011,-0.35,,0.55
2025-03-07 11:51:43.509,342,RotationSliderBackgroundXYZ,0.8699384,0.3570115,-0.35,,0.55
2025-03-07 11:51:43.551,343,RotationSliderBackgroundXYZ,0.8699345,0.3570115,-0.35,,0.55
2025-03-07 11:51:43.593,344,RotationSliderBackgroundXYZ,0.8699345,0.3570115,-0.35,,0.55
2025-03-07 11:51:43.634,345,RotationSliderBackgroundXYZ,0.8699345,0.3570115,-0.35,,0.55
2025-03-07 11:51:43.662,346,RotationSliderBackgroundXYZ,0.8699464,0.3570132,-0.35,,0.55
2025-03-07 11:51:43.690,347,RotationSliderBackgroundXYZ,0.8699543,0.3570143,-0.35,,0.55
2025-03-07 11:51:43.717,348,RotationSliderBackgroundXYZ,0.8699464,0.3570143,-0.35,,0.55
2025-03-07 11:51:43.744,349,RotationSliderBackgroundXYZ,0.8699424,0.3570148,-0.35,,0.55
2025-03-07 11:51:43.787,350,RotationSliderBackgroundXYZ,0.8699345,0.3570159,-0.35,,0.55
2025-03-07 11:51:43.827,351,RotationSliderBackgroundXYZ,0.8699265,0.3570164,-0.35,,0.55
2025-03-07 11:51:43.856,352,RotationSliderBackgroundXYZ,0.8699305,0.3570186,-0.35,,0.55
2025-03-07 11:51:43.885,353,RotationSliderBackgroundXYZ,0.8699345,0.3570192,-0.35,,0.55
2025-03-07 11:51:43.926,354,RotationSliderBackgroundXYZ,0.8699345,0.3570192,-0.35,,0.55
2025-03-07 11:51:43.966,355,RotationSliderBackgroundXYZ,0.8699464,0.3570203,-0.35,,0.55
2025-03-07 11:51:43.996,356,RotationSliderBackgroundXYZ,0.8699265,0.3570197,-0.35,,0.55
2025-03-07 11:51:44.025,357,RotationSliderBackgroundXYZ,0.8699226,0.3570203,-0.35,,0.55
2025-03-07 11:51:44.053,358,RotationSliderBackgroundXYZ,0.8699107,0.3570214,-0.35,,0.55
2025-03-07 11:51:44.080,359,RotationSliderBackgroundXYZ,0.8699226,0.3570224,-0.35,,0.55
2025-03-07 11:51:44.108,360,RotationSliderBackgroundXYZ,0.8698987,0.3570224,-0.35,,0.55
2025-03-07 11:51:44.150,361,RotationSliderBackgroundXYZ,0.8698868,0.357023,-0.35,,0.55
2025-03-07 11:51:44.177,362,RotationSliderBackgroundXYZ,0.8698987,0.3570246,-0.35,,0.55
2025-03-07 11:51:44.205,363,RotationSliderBackgroundXYZ,0.8699027,0.3570257,-0.35,,0.55
2025-03-07 11:51:44.244,364,RotationSliderBackgroundXYZ,0.8698947,0.3570268,-0.35,,0.55
2025-03-07 11:51:44.288,365,RotationSliderBackgroundXYZ,0.8698907,0.3570268,-0.35,,0.55
2025-03-07 11:51:44.327,366,RotationSliderBackgroundXYZ,0.8698907,0.3570268,-0.35,,0.55
2025-03-07 11:51:44.357,367,RotationSliderBackgroundXYZ,0.8698907,0.3570268,-0.35,,0.55
2025-03-07 11:51:44.398,368,RotationSliderBackgroundXYZ,0.8698907,0.3570268,-0.35,,0.55
2025-03-07 11:51:44.440,369,RotationSliderBackgroundXYZ,0.8698907,0.3570268,-0.35,,0.55
2025-03-07 11:51:44.468,370,RotationSliderBackgroundXYZ,0.8698907,0.3570268,-0.35,,0.55
2025-03-07 11:51:44.497,371,RotationSliderBackgroundXYZ,0.8698788,0.3570257,-0.35,,0.55
2025-03-07 11:51:44.526,372,RotationSliderBackgroundXYZ,0.8698828,0.3570279,-0.35,,0.55
2025-03-07 11:51:44.554,373,RotationSliderBackgroundXYZ,0.8698868,0.3570295,-0.35,,0.55
2025-03-07 11:51:44.581,374,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.623,375,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.663,376,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.691,377,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.718,378,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.760,379,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.799,380,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.829,381,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.858,382,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.889,383,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.913,384,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:44.956,385,RotationSliderBackgroundXYZ,0.8698907,0.3570306,-0.35,,0.55
2025-03-07 11:51:45.003,386,RotationSliderBackgroundXYZ,0.8698788,0.3570301,-0.35,,0.55
2025-03-07 11:51:45.038,387,RotationSliderBackgroundXYZ,0.8698749,0.3570306,-0.35,,0.55
2025-03-07 11:51:45.078,388,RotationSliderBackgroundXYZ,0.8698788,0.3570322,-0.35,,0.55
2025-03-07 11:51:45.108,389,RotationSliderBackgroundXYZ,0.8698868,0.3570333,-0.35,,0.55
2025-03-07 11:51:45.135,390,RotationSliderBackgroundXYZ,0.8698868,0.357035,-0.35,,0.55
2025-03-07 11:51:45.163,391,RotationSliderBackgroundXYZ,0.8698868,0.357035,-0.35,,0.55
2025-03-07 11:51:45.192,392,RotationSliderBackgroundXYZ,0.8698868,0.357035,-0.35,,0.55
2025-03-07 11:51:45.219,393,RotationSliderBackgroundXYZ,0.8698868,0.357035,-0.35,,0.55
2025-03-07 11:51:45.247,394,RotationSliderBackgroundXYZ,0.8698868,0.357035,-0.35,,0.55
2025-03-07 11:51:45.274,395,RotationSliderBackgroundXYZ,0.8698868,0.357035,-0.35,,0.55
2025-03-07 11:51:45.317,396,RotationSliderBackgroundXYZ,0.8698868,0.357035,-0.35,,0.55
2025-03-07 11:51:45.358,397,RotationSliderBackgroundXYZ,0.8698788,0.3570339,-0.35,,0.55
2025-03-07 11:51:45.398,398,RotationSliderBackgroundXYZ,0.869863,0.3570333,-0.35,,0.55
2025-03-07 11:51:45.440,399,RotationSliderBackgroundXYZ,0.869859,0.3570333,-0.35,,0.55
2025-03-07 11:51:45.469,400,RotationSliderBackgroundXYZ,0.8698511,0.357035,-0.35,,0.55
2025-03-07 11:51:45.510,401,RotationSliderBackgroundXYZ,0.8698471,0.357035,-0.35,,0.55
2025-03-07 11:51:45.553,402,RotationSliderBackgroundXYZ,0.8698471,0.357035,-0.35,,0.55
2025-03-07 11:51:45.594,403,RotationSliderBackgroundXYZ,0.8698471,0.357035,-0.35,,0.55
2025-03-07 11:51:45.635,404,RotationSliderBackgroundXYZ,0.8698471,0.357035,-0.35,,0.55
2025-03-07 11:51:45.677,405,RotationSliderBackgroundXYZ,0.8698471,0.357035,-0.35,,0.55
2025-03-07 11:51:45.706,406,RotationSliderBackgroundXYZ,0.8698471,0.357035,-0.35,,0.55
2025-03-07 11:51:45.733,407,RotationSliderBackgroundXYZ,0.8698471,0.357035,-0.35,,0.55
2025-03-07 11:51:45.773,408,RotationSliderBackgroundXYZ,0.8698471,0.357035,-0.35,,0.55
2025-03-07 11:51:45.803,409,RotationSliderBackgroundXYZ,0.8698471,0.357035,-0.35,,0.55
2025-03-07 11:51:45.830,410,RotationSliderBackgroundXYZ,0.869859,0.3570355,-0.35,,0.55
2025-03-07 11:51:45.871,411,RotationSliderBackgroundXYZ,0.869859,0.3570377,-0.35,,0.55
2025-03-07 11:51:45.901,412,RotationSliderBackgroundXYZ,0.869863,0.3570388,-0.35,,0.55
2025-03-07 11:51:45.931,413,RotationSliderBackgroundXYZ,0.869855,0.3570393,-0.35,,0.55
2025-03-07 11:51:45.960,414,RotationSliderBackgroundXYZ,0.869855,0.3570415,-0.35,,0.55
2025-03-07 11:51:45.988,415,RotationSliderBackgroundXYZ,0.8698431,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.013,416,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.041,417,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.083,418,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.122,419,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.163,420,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.193,421,RotationSliderBackgroundXYZ,0.8698232,0.357042,-0.35,,0.55
2025-03-07 11:51:46.234,422,RotationSliderBackgroundXYZ,0.8698232,0.357042,-0.35,,0.55
2025-03-07 11:51:46.264,423,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.295,424,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.322,425,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.349,426,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.375,427,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.417,428,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.459,429,RotationSliderBackgroundXYZ,0.8698351,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.488,430,RotationSliderBackgroundXYZ,0.8698232,0.357042,-0.35,,0.55
2025-03-07 11:51:46.514,431,RotationSliderBackgroundXYZ,0.8698113,0.3570415,-0.35,,0.55
2025-03-07 11:51:46.556,432,RotationSliderBackgroundXYZ,0.8698153,0.3570431,-0.35,,0.55
2025-03-07 11:51:46.597,433,RotationSliderBackgroundXYZ,0.8698232,0.3570442,-0.35,,0.55
2025-03-07 11:51:46.637,434,RotationSliderBackgroundXYZ,0.8698232,0.3570442,-0.35,,0.55
2025-03-07 11:51:46.666,435,RotationSliderBackgroundXYZ,0.8698232,0.3570442,-0.35,,0.55
2025-03-07 11:51:46.695,436,RotationSliderBackgroundXYZ,0.8698232,0.3570442,-0.35,,0.55
2025-03-07 11:51:46.724,437,RotationSliderBackgroundXYZ,0.8698232,0.3570442,-0.35,,0.55
2025-03-07 11:51:46.753,438,RotationSliderBackgroundXYZ,0.8698232,0.3570442,-0.35,,0.55
2025-03-07 11:51:46.793,439,RotationSliderBackgroundXYZ,0.8698351,0.3570459,-0.35,,0.55
2025-03-07 11:51:46.834,440,RotationSliderBackgroundXYZ,0.8698391,0.357047,-0.35,,0.55
2025-03-07 11:51:46.863,441,RotationSliderBackgroundXYZ,0.8698311,0.3570475,-0.35,,0.55
2025-03-07 11:51:46.893,442,RotationSliderBackgroundXYZ,0.8698232,0.3570486,-0.35,,0.55
2025-03-07 11:51:46.920,443,RotationSliderBackgroundXYZ,0.8698192,0.3570486,-0.35,,0.55
2025-03-07 11:51:46.950,444,RotationSliderBackgroundXYZ,0.8698232,0.3570502,-0.35,,0.55
2025-03-07 11:51:46.988,445,RotationSliderBackgroundXYZ,0.8698272,0.3570519,-0.35,,0.55
2025-03-07 11:51:47.028,446,RotationSliderBackgroundXYZ,0.8698232,0.3570519,-0.35,,0.55
2025-03-07 11:51:47.057,447,RotationSliderBackgroundXYZ,0.8698232,0.3570519,-0.35,,0.55
2025-03-07 11:51:47.087,448,RotationSliderBackgroundXYZ,0.8698232,0.3570519,-0.35,,0.55
2025-03-07 11:51:47.127,449,RotationSliderBackgroundXYZ,0.8698232,0.3570519,-0.35,,0.55
2025-03-07 11:51:47.167,450,RotationSliderBackgroundXYZ,0.8698232,0.3570519,-0.35,,0.55
2025-03-07 11:51:47.197,451,RotationSliderBackgroundXYZ,0.8698232,0.3570519,-0.35,,0.55
2025-03-07 11:51:47.226,452,RotationSliderBackgroundXYZ,0.8698232,0.3570519,-0.35,,0.55
2025-03-07 11:51:47.254,453,RotationSliderBackgroundXYZ,0.8698232,0.3570519,-0.35,,0.55
2025-03-07 11:51:47.280,454,RotationSliderBackgroundXYZ,0.8698351,0.357053,-0.35,,0.55
2025-03-07 11:51:47.323,455,RotationSliderBackgroundXYZ,0.8698153,0.3570524,-0.35,,0.55
2025-03-07 11:51:47.362,456,RotationSliderBackgroundXYZ,0.8698113,0.357053,-0.35,,0.55
2025-03-07 11:51:47.403,457,RotationSliderBackgroundXYZ,0.8698034,0.3570541,-0.35,,0.55
2025-03-07 11:51:47.431,458,RotationSliderBackgroundXYZ,0.8697994,0.3570541,-0.35,,0.55
2025-03-07 11:51:47.472,459,RotationSliderBackgroundXYZ,0.8697914,0.357053,-0.35,,0.55
2025-03-07 11:51:47.503,460,RotationSliderBackgroundXYZ,0.8697715,0.3570524,-0.35,,0.55
2025-03-07 11:51:47.531,461,RotationSliderBackgroundXYZ,0.8697795,0.3570541,-0.35,,0.55
2025-03-07 11:51:47.572,462,RotationSliderBackgroundXYZ,0.8697875,0.3570551,-0.35,,0.55
2025-03-07 11:51:47.601,463,RotationSliderBackgroundXYZ,0.8697755,0.3570557,-0.35,,0.55
2025-03-07 11:51:47.629,464,RotationSliderBackgroundXYZ,0.8697755,0.3570557,-0.35,,0.55
2025-03-07 11:51:47.668,465,RotationSliderBackgroundXYZ,0.8697755,0.3570557,-0.35,,0.55
2025-03-07 11:51:47.697,466,RotationSliderBackgroundXYZ,0.8697676,0.3570551,-0.35,,0.55
